65 1189 840
0 0 1189 840
0 0 148 105
0 105 148 210
0 210 148 315
0 315 148 420
0 420 148 525
0 525 148 630
0 630 148 735
0 735 148 840
148 0 296 105
148 105 296 210
148 210 296 315
148 315 296 420
148 420 296 525
148 525 296 630
148 630 296 735
148 735 296 840
296 0 444 105
296 105 444 210
296 210 444 315
296 315 444 420
296 420 444 525
296 525 444 630
296 630 444 735
296 735 444 840
444 0 592 105
444 105 592 210
444 210 592 315
444 315 592 420
444 420 592 525
444 525 592 630
444 630 592 735
444 735 592 840
592 0 740 105
592 105 740 210
592 210 740 315
592 315 740 420
592 420 740 525
592 525 740 630
592 630 740 735
592 735 740 840
740 0 888 105
740 105 888 210
740 210 888 315
740 315 888 420
740 420 888 525
740 525 888 630
740 630 888 735
740 735 888 840
888 0 1036 105
888 105 1036 210
888 210 1036 315
888 315 1036 420
888 420 1036 525
888 525 1036 630
888 630 1036 735
888 735 1036 840
1036 0 1184 105
1036 105 1184 210
1036 210 1184 315
1036 315 1184 420
1036 420 1184 525
1036 525 1184 630
1036 630 1184 735
1036 735 1184 840
